desc,reduced_topic_id
  Borrower added on 11/11/13 > I'd like to consolidate my various credit card debt as well as personal debt into one monthly payment given the lower combined interest rate this loan will provide in addition to the fixed term it offers.<br>,-1
  Borrower added on 07/28/12 > Debt cosolidation<br>,2
"  Borrower added on 04/23/11 > I am paying off my daughter's car, recarpeting our house and other home improvements<br/>",-1
  Borrower added on 10/20/11 > The funds are going to be used to replace an aging furnace in our home this winter. I am a good borrower because of timely payments and an ability to pay back my debts. My job is very stable as I have been employed at the same company for 10+ years.<br/>,-1
"  Borrower added on 08/13/13 > Due to various past events, my credit card debt is higher than I am comfortable with.  I want to consolidate these balances into an easier to manage plan that includes a set time frame for my balance to reach zero.  My goal for the future is to only have loans for necessities and save more.<br>",-1
  Borrower added on 10/07/13 > I want to consolidate a few credit cards into one payment plan.<br>,0
  Borrower added on 11/11/12 > debt consolidation<br>,2
"I have all my credit cards debt when my wife was at school and my son was at daycare. Now I have two jobs, my wife also has a job, and my son now is at school. All my credit cards raised my APR I never missed a payment and was never late to pay one.  I greatly appreciate your help.           Sincerely,           Edward",-1
  Borrower added on 08/28/12 > Loan is to pay off my high interest credit cards.<br>,-1
"  Borrower added on 09/17/10 > Consolidating Credit car, Car Loan, Personal loan, and repay old loan from my Company 401K.<br/>I have a single Mortgage w/ NO HELOC, on a home valuled approx $179K ($135K bal).<br/>Loans to be consolidated:<br/>401K loan balance of $8800.<br/>Car loan Balance of $4000<br/>Personal loan (Bro-in-law divorce; helped out, but now stiffing me) $4600.<br/>AMEX Credit Card bal approx $5900.<br/>This should save me over $200+ per mo. in payments<br/>NO LATE payments (past 3yr), NO defaults.<br/>",20
"  Borrower added on 06/08/12 > I will be using this loan to pay off credit cards and start down the path to financial freedom, once and for all!!!<br>",-1
  Borrower added on 11/18/10 > need the loan to pay in full for the jeep that i would like to bye<br/>,1
  Borrower added on 12/28/13 > PAY OFF CAR LOAN &amp; CREDIT CARD<br><br> Borrower added on 12/28/13 > pay off car loan &amp; creditcard<br><br> Borrower added on 12/28/13 > pay off credit card<br>,3
  Borrower added on 08/10/12 > Debt consolidation - paying off old business debts.  Thanks!<br>,2
"  Borrower added on 10/04/12 > Lending Tree's rates are the best I have seen, seeing a definite amount and a fixed rate have made a stressful process easy and comforting.<br>",1
  Borrower added on 06/26/13 > Down payment for a home.<br>,26
"  Borrower added on 02/24/13 > I am on mission to reduce my monthly expenses. I have already completed a Refi on my mortgage. This loan will allow me to combine my remaining dept into one payment, thus allowing me to quickly pay off my dept.<br>",0
"  Borrower added on 02/07/12 > Hi investors, I would like to consolidate my credit card debt into one lower-interest payment. The monthly payment on this loan will be significantly lower than they are separately, which will allow me to save more. Thank you! :)<br>",-1
  Borrower added on 11/13/13 > I need a new dishwasher &amp; I need to replace some privacy fencing that is old &amp; broke during a storm.<br>,25
  Borrower added on 09/01/11 > I have decided to consolidate my auto and personal loans for one new loan that is a better rate.<br/>,-1
  Borrower added on 12/08/13 > I am a trying to slowly pay down my credit debt.  I am making a dent in it but the fees and interest are so high it's hard to make headway. This will allow the fees to be manageable.  It makes financial sense.<br>,0
  Borrower added on 11/03/12 > Debt payoffs.  This loan will allow me to consolidate higher interested rate cards and pay them off.  I will also be able to pay off this loan faster than the amount requested each month since I won't be paying so many smaller amounts to many different places.<br>,-1
"  Borrower added on 09/30/11 > I plan to use the funds for home improvements, such as new carpet through out, new windows and a few bathroom updates. My monthly budget is car payment, mortgage, a few credit cards, insurance, utilities, food, etc.... $2262.00. I'm a good borrower because I make good money my job is stable, I pay my bills on time.<br/>null",-1
  Borrower added on 11/05/13 > To take a vacation.<br>,21
"  Borrower added on 06/06/12 > My loans for paid off credit cards,and personals.<br>",-1
  Borrower added on 08/14/12 > I would like to pay off my credit cards and small debts.<br>,0
  Borrower added on 04/06/13 > Working to consolidate my debt and build up a cushion of savings.<br>,-1
  Borrower added on 11/21/13 > apply loan to do home improvement<br>,1
"  Borrower added on 03/14/12 > Looking to purchase a Mountain Bike and a Road Bike. My current Equipment is old and worn out and with the good weather coming, I'd like to ride on new wheels. My current set of Bikes are 10 and 12 years old respectivly.<br>",28
  Borrower added on 02/18/13 > Have a card with a very high interest rate that I want to pay down (24%+)<br>,-1
"  Borrower added on 06/11/13 > I would like to payoff and close three high interest credit cards and use this loan to eliminate the debt faster!  I would also pay off a tax bill that I received this year.  This will save me almost $400 per month so if I pay extra, I can pay it all off so much faster<br><br>  Borrower added on 06/12/13 > I have never been late on a payment and looking to better my overall financial health.  This will eliminate the majority of my revolving debt and allow me to expedite the repayment process.  Thank you for your consideration.<br>",-1
"  Borrower added on 12/30/11 > I would like to consolidate all the bills that I have, to enable me to pay one note monthly and cut the amount I pay out monthly in half.This will enable me to pay off all debt. What makes me a good prospect for this type of loan, is because I have a stable job, and my past commitment to pay on time<br><br>  Borrower added on 01/03/12 > I like to thank all the investors, thus far for trusting in me and investing me. I want all investors to know I will honor the commitment in paying this loan back, on time! <br><br>I hope this my loan is fully funded before the deadline.<br>",0
