desc,label,bert_risk_score
"  Borrower added on 12/06/10 > Loan for misc. small home improvements, as well as consolidating other low credit card balances into one automatic monthly payment.<br/> Borrower added on 12/07/10 > Planning on using the funds for misc. home improvement costs. Have a very stable job with police department and a credit history with no defaults. WIlling to pay higher interest rate for quicker loan.<br/> Borrower added on 12/07/10 > there are no delinquencies in my credit - and I have a history of paying off loans/credit cards on time if not very far ahead of schedule. none of my accounts are maxed out- or near the maximum credit limit.<br/> Borrower added on 12/07/10 > I will not het behind or miss a payment- due to the nature of my job- I have the opportunity to work a great deal of overtime if the need arises to make my payments on time.<br/> Borrower added on 12/07/10 > Also starting a new position January 1st of next year that includes a large raise in salary- as well as a large tax refund that can contribute to repayment of this loan.<br/>",0,0.3404275
  Borrower added on 03/04/14 > To pay off higher interest credit card debt.<br>,0,0.3439869
  Borrower added on 03/27/12 > I want one only pay for months<br><br> Borrower added on 03/27/12 > I want to have a single monthly payment on one account<br>,0,0.34286115
  Borrower added on 10/06/12 > I'm currently paying 29% interest on some credit card debt.  With the loan that I'm requesting I will be paying lower monthly payments and will pay off the loan in 3 years rather than 20 years.  I have never missed a payment<br>,0,0.342073
"  Borrower added on 01/16/14 > i plan on paying off most of my credit card debt and then cutting up and canceling these cards. im a good borrower because i always pay my monthly bills.i figure my monthly budget to be between 2500 to 3000$. my job is very stable we have alot of work,i always get overtime and i am a good employee.<br>",1,0.34165987
  Borrower added on 05/15/13 > My loan is to consolidate credit cards and a personal loan. Just had a baby and trying to streamline my debt<br>,1,0.3430528
  Borrower added on 04/12/13 > I want to pay off my credit cards.<br>,0,0.34402406
  Borrower added on 06/04/13 > To pay off high interest rate credit cards and reduce amount of interest and monthly payment amounts<br>,1,0.3435053
  Borrower added on 06/07/13 > I am looking to find financial freedom from high interest rates. I want to consolidate my debit so that I pay one party with an end date of 5 years or sooner. I want to be debit free so I can enjoy life more. Please help make this happen<br>,1,0.34198594
  Borrower added on 10/14/13 > pay off high rate signature loan paying $800 month for and pay some back taxes off<br>,1,0.34348735
"  Borrower added on 01/13/14 > We have an existing loan with Lending club that we needed to obtain to pay off a personal loan to my mother in law, so we'd like to pay that off as well as consolidate all of our credit card debt with a lower interest rate, leaving us with one payment per month for all of our debt.<br>",1,0.34176427
I need a loan to help me get married. I am have a full time job in management and my fiance is a resident physician. But we are just starting out and do not have enough to pay all the vendors for our wedding. Please help us. ,0,0.34266496
  Borrower added on 06/05/11 > This loan will be used to finance an above ground pool<br/>,1,0.3436944
  Borrower added on 01/05/12 > I plan to use my funds to pay off a small credit card debt. simply bc of lower interest rates. I always pay bills on time and make a decent living.<br>,0,0.34264705
  Borrower added on 05/15/13 > Start up Company of an import and Distribution of Rice throughout the US and Liberia at an affordable price.  Costumer can purchase online from anywhere in the world and have their relative pick it up at our office in Monrovia Liberia.<br>,0,0.34246635
  Borrower added on 01/21/14 > I want to pay off my credit cards and close them for good as I'd like to live a life free of credit cards for once in my adult life. I've never missed a payment since getting my first credit card aside from one late payment in my 18 years of having credit cards.<br>,0,0.34193277
  Borrower added on 12/12/13 > My loan is for my sons graduation party in June<br>,1,0.3441989
  Borrower added on 04/10/12 > Debt consolidation<br>,0,0.3448411
"  Borrower added on 01/03/13 > Looking to reduce monthly payment and interest rate, which would save us approximately $400 per month and give us a fixed term payoff.<br>",0,0.3428934
Consolidate all credit cards.,1,0.34608755
"  Borrower added on 03/05/13 > i use my loan to pay off my credit card ,and other debts<br>",1,0.34381628
  Borrower added on 06/25/12 > Credit Card Refinance - The purpose of this loan is to consolidate my credit card balances into a single payment at a lower interest rate.<br><br> Borrower added on 06/25/12 > Credit Card Refinancing - The purpose of this loan is to consolidate credit card debt into one payment at a lower interest rate.<br>,1,0.34158558
  Borrower added on 12/25/13 > I am going to pay off a number of outstanding high interest card and loans.<br>,1,0.34342456
"  Borrower added on 07/29/13 > Debt consolidation. Will save $750 a month.<br><br> Borrower added on 07/29/13 > Going to get rid of 7,000 dollars of debt And save $650 a month.<br>",0,0.34231463
"  Borrower added on 11/30/10 > I will be using this money to pay of credit card debt, and I will be closing my credit card accounts.  I have already closed one account and it is near being paid off.  Consolidating my debt with the LendingClub loan means paying down my debt much faster than if I were to keep my credit card accounts open.<br/> Borrower added on 12/03/10 > Today, as per LendingClub's Credti Review team,  I have just e-mailed them an IRS form 4506-T (this gives LendingClub permission to obtain transcripts of my 2008 and 2009  Federal 1040 returns directly from the IRS).   I have also e-mailed my own copies of my 2008 and 2009 tax returns. <br/><br/> In addition, I have e-mailed copies of all of my 2010 paystubs, up through today.<br/><br/>The total sum is about 300 pages worth of documents.  My 2 tax returns were 258 pages alone of that total..<br/>",1,0.34049922
  Borrower added on 10/15/12 > I AM CONSOLIDATING SEVERAL CREDIT CARDS TO ONE 36 MONTH MONTHLY PAYMENT<br>,1,0.3436337
  Borrower added on 03/05/13 > I would like to payoff my bills and save money on credit card interest rates and pay off my car loan.<br>,1,0.3432554
  Borrower added on 09/15/11 > money for a vacation<br/>null Borrower added on 09/16/11 > This is for travel expenses.<br/>,0,0.34312144
  Borrower added on 12/26/12 > DEBT CONSOLIDATION WITH A GREAT INTREST RATE.<br>,1,0.34383747
"  Borrower added on 02/17/13 > My loan is to pay off high credit card interst rates,pay off my car loan, just one payment each month. Never been late on my payments.<br>",1,0.34273064
"  Borrower added on 12/23/13 > For the new year, I want a fresh start with my finances &amp; my life. For years, I've been existing &amp; simply going through life but I want to live &amp; enjoy life not just exist from day to day.  This loan will afford me the opportunity to pay off my bills, save money &amp; to begin to live &amp; enjoy my life.<br>",0,0.34159255
